name,url,rate,delivery,sale,price
Big كنبة جراند سرير من بيج - رمادي × بني,https://www.jumia.com.eg//ar/big-grand-sofa-bed-beige-brown-22692168.html,2 out of 5,جنيه 172.14,21%,"جنيه 3,500.00"
Big كنبة سرير سوبر من بيج - كشمير,https://www.jumia.com.eg//ar/big-super-sofa-bed-cashmere-22454263.html,5 out of 5,جنيه 172.14,17%,"جنيه 3,500.00"
ماكرو هوم مكتب - 120*60*75 سم,https://www.jumia.com.eg//ar/generic-macro-home-office-desk-1206075cm-32594059.html,5 out of 5,جنيه 52.44,18%,"جنيه 2,199.00"
Big ركنة سرير سوبر من بيج -رمادي,https://www.jumia.com.eg//ar/big-super-corner-bed-gray-24276903.html,0 out of 5,جنيه 172.14,10%,"جنيه 5,900.00"
مرتبة مورا الطبى ضمان  عشر سنين المقاس 160 ارتفاع 20,https://www.jumia.com.eg//ar/generic-medical-mattress-width-160-length-195-high-20-24394257.html,5 out of 5,جنيه 172.14,25%,"جنيه 4,800.00"
Flamingo بين باج ستاندرد من فلامينجو,https://www.jumia.com.eg//ar/flamingo-medium-waterproof-bean-bag-by-flamingo-black-23416542.html,5 out of 5,جنيه 52.44,11%,جنيه 670.00
General وحدة للكتب والديكورات والاكسسوارات متعددة الارفف - ابيض - W4_5,https://www.jumia.com.eg//ar/general-unit-for-booksdecorations-and-accessories-with-multiple-shelves-white-38484197.html,0 out of 5,جنيه 52.44,43%,"جنيه 2,000.00"
ترابيزة تليفزيون 120*30*40 سم,https://www.jumia.com.eg//ar/generic-tv-table-1203040cm-38827691.html,0 out of 5,جنيه 52.44,62%,"جنيه 3,000.00"
مكتب للمنزل تصميم مودرن 90*40 سم,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-39699065.html,0 out of 5,جنيه 52.44,0%,جنيه 860.00
مرتبة مورا ضمان عشر سنين,https://www.jumia.com.eg//ar/generic-mora-mattress-high-quality-33191009.html,0 out of 5,جنيه 172.14,30%,"جنيه 3,999.00 - جنيه 5,999.00"
Gad Woods وحدة تلفزيون مثبتة على الحائط مع خزانة مع وحدة حامل تلفزيون مع أرفف لغرفة المعيشة - أبيض,https://www.jumia.com.eg//ar/gad-woods-tv-unit-with-2-wall-shelf-for-living-room-white-39620075.html,0 out of 5,جنيه 52.44,68%,"جنيه 1,400.00"
ماكرو هوم مكتب - 90*40*75 سم,https://www.jumia.com.eg//ar/generic-macro-home-office-desk-904075cm-38652240.html,0 out of 5,جنيه 52.44,54%,"جنيه 2,000.00"
مرتبة مورا الطبى ضمان  عشر سنين المقاس 160 ارتفاع 25,https://www.jumia.com.eg//ar/generic-medical-mattress-width-160-length-195-high-25-24394267.html,5 out of 5,جنيه 172.14,20%,"جنيه 4,999.00"
Khorshed ترابيزه طاوله قابله للطى,https://www.jumia.com.eg//ar/folding-table-biege-khorshed-mpg715150.html,4.2 out of 5,جنيه 52.44,45%,جنيه 390.00
ترابيزه انتريه - 100*45*50,https://www.jumia.com.eg//ar/generic-modern-table-100-x-45-x-50-cm-33830150.html,0 out of 5,جنيه 172.14,32%,"جنيه 2,500.00"
Sarcomisr Medical Office Chair - Blue Mesh - White,https://www.jumia.com.eg//ar/sarcomisr-medical-office-chair-blue-mesh-white-19897180.html,4.6 out of 5,جنيه 52.44,11%,"جنيه 1,350.00"
Home Decor Center ترابيزة سرير جانبية مع رف تخزين - ابيض - 40*30*55,https://www.jumia.com.eg//ar/home-decor-center-bedside-table-side-table-with-drawer-white-403055-cm-304-27151996.html,3.3 out of 5,جنيه 172.14,72%,"جنيه 2,500.00"
Homztown لارج وتربروف بين باج,https://www.jumia.com.eg//ar/homztown-large-waterproof-beanbag-23447219.html,0 out of 5,جنيه 52.44,36%,جنيه 950.00
Metal Chair - Black,https://www.jumia.com.eg//ar/metal-chair-black-generic-mpg823051.html,4.2 out of 5,جنيه 52.44,21%,جنيه 490.00
Homztown Regular Beanbag Black,https://www.jumia.com.eg//ar/homztown-regular-beanbag-black-23551070.html,0 out of 5,جنيه 52.44,40%,جنيه 850.00
مرتبة الاوربية المقاس 160 ارتفاع 32,https://www.jumia.com.eg//ar/generic-european-mattress-width-160-length-195-high-32-34221996.html,0 out of 5,جنيه 172.14,12%,"جنيه 3,300.00"
ترابيزه طاوله قابله للطى,https://www.jumia.com.eg//ar/generic-folding-table-biege-28071030.html,5 out of 5,جنيه 52.44,32%,جنيه 550.00
Modern Home GR_101 ترابيزة قهوة عصرية - 80×60 سم - أسود,https://www.jumia.com.eg//ar/gr101-modern-coffee-table-8060-cm-black-modern-home-mpg697016.html,4.2 out of 5,جنيه 172.14,20%,جنيه 500.00
ترابيزة تلفزيون - 120 سم - اسود,https://www.jumia.com.eg//ar/tv-table-120-cm-black-generic-mpg707426.html,4.4 out of 5,جنيه 172.14,62%,"جنيه 1,999.00"
ترابيزة تليفزيون 120*30*45 سم,https://www.jumia.com.eg//ar/generic-tv-table-1203045-cm-38494838.html,0 out of 5,جنيه 52.44,68%,"جنيه 3,000.00"
مرتبة مورا الطبى ضمان  عشر سنين المقاس 120 ارتفاع 20,https://www.jumia.com.eg//ar/generic-medical-mattress-width-120-length-195-high-20-24394236.html,0 out of 5,جنيه 172.14,0%,"جنيه 3,500.00"
طاوله خشبيه قابله للطى,https://www.jumia.com.eg//ar/generic-foldable-wooden-table-60x100cm-28072106.html,3.5 out of 5,جنيه 52.44,38%,جنيه 888.00
دولاب خشب 2 ضلفة  - 180*32*95 cm,https://www.jumia.com.eg//ar/generic-wooden-cabinet-2-door-1809532-cm-21311390.html,0 out of 5,جنيه 172.14,48%,"جنيه 4,200.00"
Gad Woods وحدة تلفزيون مثبتة على الحائط مع خزانة مع وحدة حامل تلفزيون مع أرفف لغرفة المعيشة (بني مع ابيض),https://www.jumia.com.eg//ar/gad-woods-tv-unit-with-2-wall-shelf-for-living-room-brownwhite-39620303.html,0 out of 5,جنيه 52.44,68%,"جنيه 1,400.00"
Artistico ترابيزة سفرة مودرن + 6 كراسى,https://www.jumia.com.eg//ar/artistico-modern-dining-table-6-chairs-20005878.html,4.5 out of 5,جنيه 172.14,16%,"جنيه 8,000.00"
Rango كرسي الرومانسية - بيج,https://www.jumia.com.eg//ar/rango-romantic-chair-beige-20904624.html,4.3 out of 5,جنيه 172.14,10%,"جنيه 3,000.00"
Minihomz مكتبة minihomz,https://www.jumia.com.eg//ar/minihomz-bookcase-white-minihomz-34707069.html,0 out of 5,جنيه 52.44,22%,جنيه 890.00
سريركابتونيه مودرن خشب  120*195 سم,https://www.jumia.com.eg//ar/generic-stylish-modern-captain-bed-120195-cm-26297400.html,5 out of 5,جنيه 172.14,0%,"جنيه 3,500.00"
Sedra Velvet Buff - Black,https://www.jumia.com.eg//ar/sedra-velvet-puff-black-682917.html,0 out of 5,جنيه 52.44,0%,"جنيه 1,150.00"
Modern Home Office Desk - 90*40 - Brown,https://www.jumia.com.eg//ar/generic-modern-home-office-desk-9040-brown-37494618.html,3 out of 5,جنيه 52.44,53%,"جنيه 1,999.00"
Sedra Tala Waterproof Buff - Orange,https://www.jumia.com.eg//ar/sedra-tala-waterproof-puff-orange-516550.html,4 out of 5,جنيه 52.44,0%,"جنيه 1,100.00"
طقم عجل _ اسود,https://www.jumia.com.eg//ar/generic-office-5-wheel-chair-set-38754685.html,0 out of 5,جنيه 52.44,43%,جنيه 350.00
Sarcomisr Medical Office Chair - Red Mesh - White,https://www.jumia.com.eg//ar/sarcomisr-medical-office-chair-red-mesh-white-19897181.html,4.9 out of 5,جنيه 52.44,11%,"جنيه 1,350.00"
Big كنبة سرير سوبر من بيج - كحلي,https://www.jumia.com.eg//ar/big-super-sofa-bed-navy-22454268.html,3.5 out of 5,جنيه 172.14,17%,"جنيه 3,500.00"
ثلاث كراسى ايطالى استقبال,https://www.jumia.com.eg//ar/generic-three-italian-chairs-reception-26870826.html,0 out of 5,جنيه 52.44,10%,جنيه 990.00
كرسي سلم مطبخ,https://www.jumia.com.eg//ar/generic-wooden-folded-chairladder-28271745.html,0 out of 5,جنيه 52.44,33%,جنيه 888.00
Family Bed مرتبه سرير سوست منفصله بلاتنيوم ارتفاع 25 سم,https://www.jumia.com.eg//ar/family-bed-platinum-pocket-spring-mattress-height-25-cm-30903128.html,0 out of 5,جنيه 172.14,0%,"جنيه 4,716.00 - جنيه 10,480.00"
Flamingo بين باج ستاندرد من فلامينجو,https://www.jumia.com.eg//ar/flamingo-medium-waterproof-bean-bag-by-flamingo-blue-23416541.html,3.5 out of 5,جنيه 52.44,0%,جنيه 670.00
Marfy Touch كرسي مودرن مميز لمختلف الاماكن - بني,https://www.jumia.com.eg//ar/marfy-touch-one-modern-chair-brown-22856405.html,5 out of 5,جنيه 52.44,60%,"جنيه 3,800.00"
Sarcomisr كرسي مكتبي فوم - بني محّمر,https://www.jumia.com.eg//ar/sarcomisr-office-chair-reddish-brown-16629639.html,4.5 out of 5,جنيه 52.44,0%,"جنيه 1,850.00"
مكتبة minihomz,https://www.jumia.com.eg//ar/generic-bookcase-white-minihomz-34600665.html,0 out of 5,جنيه 52.44,9%,"جنيه 1,420.00"
Arikaty 3 × 1 Sofa - Dark Red,https://www.jumia.com.eg//ar/arikaty-3-1-sofa-dark-red-22748498.html,0 out of 5,جنيه 172.14,33%,"جنيه 2,999.00"
ترابيزة سرير جانبية مع رف تخزين - ابيض 40*40 سم   - 310,https://www.jumia.com.eg//ar/generic-bedside-table-side-table-with-drawer-white-4040-cm-310-37863221.html,0 out of 5,جنيه 172.14,66%,"جنيه 2,500.00"
Home  Studying Desk - 90x80x40 -  White & Black,https://www.jumia.com.eg//ar/generic-home-studying-desk-90x80x40-white-black-37494581.html,0 out of 5,جنيه 172.14,52%,"جنيه 1,950.00"
Habitat هابيتات (كومفورت) - 160*200 مرتبة سوست متصلة - ارتفاع : 29سم,https://www.jumia.com.eg//ar/habitat-comfort-pocket-spring-mattress-160x200-height-29cm-33841968.html,0 out of 5,جنيه 172.14,0%,"جنيه 6,522.00"
Big كنبة سرير كلاسيك من بيج - رمادي غامق,https://www.jumia.com.eg//ar/big-classic-sofa-bed-from-big-dark-gray-22451666.html,5 out of 5,جنيه 172.14,30%,"جنيه 4,000.00"
مرتبة الاوربية المقاس 120 ارتفاع 32,https://www.jumia.com.eg//ar/generic-european-mattress-width-120-length-195-high-32-34221988.html,0 out of 5,جنيه 172.14,36%,"جنيه 3,899.00"
Modern Home Modern Table -  80*45*30cm - Light Brown,https://www.jumia.com.eg//ar/modern-home-modern-table-804530cm-light-brown-7204534.html,4.6 out of 5,جنيه 172.14,28%,جنيه 900.00
Fantazzia مرتبة فانتازيا اوتيل سوست تصميم الماني,https://www.jumia.com.eg//ar/fantazzia-hotel-spring-mattress-german-design-39254114.html,0 out of 5,جنيه 172.14,0%,"جنيه 2,915.00 - جنيه 6,480.00"
طاوله ترابيزه خشب كونتر,https://www.jumia.com.eg//ar/generic-countertop-wood-table-26220624.html,3 out of 5,جنيه 52.44,52%,"جنيه 2,000.00"
ترابيزة تليفزيون 160*30*45 سم,https://www.jumia.com.eg//ar/generic-tv-table-1603045-cm-38484440.html,0 out of 5,جنيه 52.44,60%,"جنيه 3,000.00"
مرتبة الاوربية المقاس 100 ارتفاع 32,https://www.jumia.com.eg//ar/generic-european-mattress-width-100-length-195-high-32-34221984.html,0 out of 5,جنيه 172.14,19%,"جنيه 2,700.00"
Penguin Group بنجوين كرسي بين باج,https://www.jumia.com.eg//ar/penguin-group-chair-bean-bag-waterproof-95-80-grey-22982628.html,0 out of 5,جنيه 52.44,12%,جنيه 740.00
Ht-310 Office Chair - Black,https://www.jumia.com.eg//ar/ht-310-office-chair-black-generic-mpg715012.html,4.1 out of 5,جنيه 52.44,20%,جنيه 399.00
Modern Home Modern Library With Matching Shelves _Black_W10,https://www.jumia.com.eg//ar/modern-home-modern-library-with-matching-shelves-blackw10-21310277.html,3.2 out of 5,جنيه 52.44,21%,"جنيه 1,450.00"
Big ركنة سرير كلاسيك من بيج - رمادي,https://www.jumia.com.eg//ar/big-classic-corner-bed-gray-22432117.html,3 out of 5,جنيه 172.14,18%,"جنيه 5,500.00"
عجلات كرسي مكتب (مجموعة من 5) بوصة عجلات كرسي مع حجم قياسي عالمي 11 ملم قطر الجذع و 22 ملم طول الجذع (0.43 بوصة × 0.86 بوصة),https://www.jumia.com.eg//ar/generic-office-chair-casters-set-of-5-chair-casters-with-universal-standard-39837177.html,0 out of 5,جنيه 52.44,47%,جنيه 450.00
Big ركنة سرير سوبر من بيج - كحلي,https://www.jumia.com.eg//ar/big-super-corner-bed-navy-22454257.html,5 out of 5,جنيه 172.14,10%,"جنيه 5,900.00"
Rango سرير- 100×190 -جنزاري,https://www.jumia.com.eg//ar/rango-bed-100-x-190-x-45-cm-teal-18363213.html,3 out of 5,جنيه 172.14,13%,"جنيه 4,000.00"
كرسي بار جلد عصرى - أحمر,https://www.jumia.com.eg//ar/modern-leather-bar-chair-red-generic-mpg747285.html,3.9 out of 5,جنيه 52.44,25%,"جنيه 1,900.00"
طاوله ترابيزه خشب بأرجل قابله للطى,https://www.jumia.com.eg//ar/generic-wooden-table-with-foldable-legs-26147644.html,1 out of 5,جنيه 52.44,25%,"جنيه 1,600.00"
Sola Golden Console With Modern Marble Stainless Steel,https://www.jumia.com.eg//ar/sola-golden-console-with-modern-marble-stainless-steel-27681765.html,0 out of 5,جنيه 172.14,7%,"جنيه 8,500.00"
Sarcomisr Desk Chair - 54.1 x 50 x 55cm,https://www.jumia.com.eg//ar/sarcomisr-waiting-desk-chair-54.1-x-50-x-55cm-16652357.html,4.4 out of 5,جنيه 52.44,0%,جنيه 550.00
Homztown لارج وتربروف بين باج,https://www.jumia.com.eg//ar/homztown-large-waterproof-beanbag-23447223.html,0 out of 5,جنيه 52.44,36%,جنيه 950.00
مكتب قابل للطي على الحائط 90 × 50 سم أبيض,https://www.jumia.com.eg//ar/generic-wall-mounted-folding-desk-90-x-50-cm-white-30685428.html,0 out of 5,جنيه 52.44,20%,جنيه 650.00
Homztown لارج وتربروف بين باج,https://www.jumia.com.eg//ar/homztown-large-waterproof-beanbag-23447220.html,0 out of 5,جنيه 52.44,36%,جنيه 950.00
ترابيزه انتريه - 80*45*40,https://www.jumia.com.eg//ar/generic-modern-table-80x-45-x-40cm-33829539.html,0 out of 5,جنيه 172.14,52%,"جنيه 2,500.00"
سرير قابل للطي 80*190,https://www.jumia.com.eg//ar/generic-fold-able-bed-8019040-23577285.html,3.4 out of 5,جنيه 172.14,20%,"جنيه 2,700.00"
Gad Woods وحدة تلفزيون مثبتة على الحائط مع خزانة مع وحدة حامل تلفزيون مع أرفف لغرفة المعيشة (بني مع ابيض),https://www.jumia.com.eg//ar/gad-woods-tv-unit-with-2-wall-shelf-for-living-room-brownwhite-39620304.html,0 out of 5,جنيه 52.44,68%,"جنيه 1,400.00"
طاولة جانبية بارجل من خشب زان من مومينتم,https://www.jumia.com.eg//ar/generic-momentum-modern-side-table-39251459.html,0 out of 5,جنيه 172.14,0%,جنيه 425.00
90*40*75 -  مكتب منزلي للدراسه - ابيض,https://www.jumia.com.eg//ar/generic-home-studying-office-90x40x75-white-37494524.html,0 out of 5,جنيه 172.14,68%,"جنيه 2,950.00"
Modern Home طاولة تلفاز - 80 سم - بني,https://www.jumia.com.eg//ar/gr101-modern-coffee-table-8060-cm-brown-modern-home-mpg891831.html,3.5 out of 5,جنيه 172.14,57%,"جنيه 1,500.00"
طاوله وترابيزه خشب قابله للطى,https://www.jumia.com.eg//ar/wooden-foldabletable-generic-mpg881750.html,0 out of 5,جنيه 52.44,42%,جنيه 950.00
Homztown كنج بين باج جلد نبيتي,https://www.jumia.com.eg//ar/homztown-king-beanbag-leather-burgundy-23551134.html,4.5 out of 5,جنيه 52.44,32%,"جنيه 1,990.00"
Artistico مكتب 100سم بدون ادراج,https://www.jumia.com.eg//ar/artistico-office-desk-100cm-17952259.html,4.7 out of 5,جنيه 52.44,27%,"جنيه 2,200.00"
SunBoat Commerce طاولة مربعة أرجل قابلة للطي 86 سم,https://www.jumia.com.eg//ar/sunboat-commerce-86-cm-square-folding-legs-table-17451079.html,0 out of 5,جنيه 52.44,20%,"جنيه 5,750.00"
Bean2GO ستاندرد بين باج ووتربرووف من بين توجو - رمادي,https://www.jumia.com.eg//ar/standard-pvc-beanbag-by-bean2go-grey-bean2go-mpg893055.html,4.5 out of 5,جنيه 52.44,0%,جنيه 850.00
Flamingo لارج بين باج فلامينجو,https://www.jumia.com.eg//ar/flamingo-large-waterproof-bean-bag-by-flamingo-blue-23416534.html,0 out of 5,جنيه 52.44,0%,جنيه 820.00
Modern Home وحدة للكتب والديكورات والاكسسوارات متعددة الارفف - ابيض,https://www.jumia.com.eg//ar/unit-for-booksdecorations-and-accessories-with-multiple-shelves-white-modern-home-mpg842307.html,4.4 out of 5,جنيه 52.44,10%,"جنيه 1,000.00"
ترابيزه انتريه - 100*45*50,https://www.jumia.com.eg//ar/generic-modern-table-100-x-45-x-50-cm-33830144.html,0 out of 5,جنيه 172.14,44%,"جنيه 2,500.00"
Arikaty Bed Sofa - Coffe Latte,https://www.jumia.com.eg//ar/arikaty-bed-sofa-coffe-latte-27302006.html,0 out of 5,جنيه 172.14,28%,"جنيه 4,999.00"
General وحدة للكتب والديكورات والاكسسوارات متعددة الارفف - اسود,https://www.jumia.com.eg//ar/general-r102-modern-decor-shelves-white-9-pcs-38828257.html,0 out of 5,جنيه 52.44,64%,جنيه 550.00
Homztown كنج بين باج جلد بني,https://www.jumia.com.eg//ar/homztown-king-beanbag-leather-brown-23551132.html,4 out of 5,جنيه 52.44,32%,"جنيه 1,990.00"
Ht مخدة ظهر طبية لآلام العمود الفقرى وألم أسفل الظهر,https://www.jumia.com.eg//ar/ht-medical-back-pillow-for-spine-and-lower-back-pain-27159822.html,0 out of 5,جنيه 52.44,10%,جنيه 445.00
